company,job_title,location,employment_type,seniority,job_category,salary_range,salary_type,num_of_applications,last_posted_date,expiry,responsibilities,requirements,salary_lower_mth_num,salary_upper_mth_num,salary_mid_mth_num,emp_type,target
spe networks - asia pte. ltd.,security incident management engineer,"hansapoint@cbp, 10 changi business park central 2 486030",full time,senior executive,information technology,"$5,500to$8,000",monthly,1 application,posted 23 jan 2019,closing on 22 feb 2019,"the security incident management team (im) prepares, identifies and responds to advanced and commodity security threats which could damage the sony branding or cause (severe) financial impact. your team ensures appropriate detection and response controls are in place to identify and handle incidents introduced through malware infections, phishing attacks, network attacks, server compromises, internal data leaks or fraudulent activities using it. scope of the engagement are all the sales & marketing companies, factories and r&d companies of sony electronics within the ap and china regions your job will be:  incident management team engineer for the ap and china regions with some extra focus on preparing sony electronics r&d engineering companies for possible attacks work with business to ensure all assets and key delivery processes are identified and at the highest state of develop and utilize a case management process for incident and resolution tracking, including both current incidents and recording of previous anomalous or suspicious activity direct and support incident response activity that involves investigating and analyzing a wide range of data sources, such as apparent security events, firewall logs, and forensic analysis, to identify viruses, malware, misuse, unauthorized activity and similar information security concerns compile, track, and report monthly statistics on security incidents ensure global incident response activities are prioritized and executed based on business criticality, reputational and financial impact, following optimal cost/benefit conditions. primary business liaison for security incident related communication; legal entity heads, corporate communications, factory heads, r&d engineers, local is support teams and others deliver technical and business projects to increase maturity of the im framework ensure appropriate ir actions are performed in response to security incidents maintain the formal incident management framework. ensure playbooks are created and kept up to date ","core competence  minimum 5 years’ experience in technical information security and incident response roles demonstrated history of handling targeted security attacks strong system engineering background (windows, linux) strong it or security operations background experienced in log management and log correlation experienced in using scripting languages and regex  language  fluent english and chinese mandarin  personality  creative, dynamic, open minded, pro-active and enthusiastic able to self-control working day in an environment with a lot of freedom result-focused, able to work under pressure excellent interpersonal skills and common sense approach willing and able to take the lead and to delegate tasks where necessary passion for the job, accepts to work sporadically out of business hours  general skills  excellent presentation skills able to convey a message to senior management audience excellent documentation skills  interested applicants are welcome to apply to this position by clicking the ""apply now"" button and submitting your most updated cv.  only shortlisted candidates will be notified.",5500.0,8000.0,6750.0,permanent,1
oaktree consulting,network engineer(ccna / ccnp),"peninsula plaza, 111 north bridge road 179098",full time,"manager, executive","banking and finance, engineering, information technology, telecommunications","$3,000to$5,000",monthly,1 application,posted 23 jan 2019,closing on 22 feb 2019,"             our client is a reputable company in the telecommunication/it industry.     position 1 - network engineer job responsibilities - deploy, manage and support networking services in lan, wan and internet network infrastructure - manage, customize and maintain network management systems such as hpov, solarwind and ciscoworks - provide technical support and consultation for enhancement and change to network configuration - maintain network documentation. prepare operation and management reports - define processes to manage the network infrastructure  job requirements - degree/diploma/ite in it or related discipline - minimum 2 years' practical experience in maintaining and managing data network infrastructure - excellent knowledge in the field of data networking - possesses cisco certification (ccna/ccnp) - good communication and writing skills  please submit resumes with the following details in ms word format to john@oaktree.com.sg:  - position applying for - current remuneration - expected remuneration - notice period   john goh meng chye  ea license no : 06c4642 ea reg no : r1102621   we regret that only shortlisted candidates will be notified.          ",  only shortlisted candidates will be notified ,3000.0,5000.0,4000.0,"permanent, full time",0
asiacloud solutions private limited,cognos developer,undisclosed,full time,"professional, executive, junior executive, senior executive",information technology,"$5,500to$7,000",monthly,0 application,posted 23 jan 2019,closing on 22 feb 2019," develop and maintain reports using report studio model report packages (framework manager and transformer) for ad-hoc and report studio solution development develop sql scripts to validate data quality conduct requirements gathering participate in unit and system testing document and communicate issues, updates and findings to project team support sr. level analysts with reporting, analysis, packaging as needed support on-call, including after hour and weekend support of production data integration processes. typical monthly rotation per team member is 7 days, including 1 weekend rotation a month "," must have bachelor’s degree from an accredited university, preferably in business intelligence / information systems or another related field 1 - 3 years’ ibm experience in the following areas: 	 ibm cognos (cognos 11 preferred) cognos bi and framework manager cognos dynamic cubes equivalent enterprise reporting software (business objects, tableau, crystal reports, oracle bi or microsoft bi)   experience in enterprise data analytics warehouse environment supporting business and data analysis strong sql skills (ansi) should have certifications in cognos  	 ibm certified developer for cognos tm1  certified designer for cognos 10 bi reports.   ",5500.0,7000.0,6250.0,"permanent, contract, full time",1
cognizant technology solutions asia pacific pte. ltd.,temenos tap consultant,"plaza 8 @ cbp, 1 changi business park crescent 486025",full time,professional,information technology,"$6,250to$8,670",monthly,0 application,posted 23 jan 2019,closing on 22 feb 2019," hands-on experience with triple a plus  and associated technologies – gui, wui, tti understanding of security and role based access well versed with configuration of triple a plus (system parameters, list, strategies, constraints, input control, default values, filters, users and security profiles) good understanding of one or more features/modules of triple a plus (valuation, performance analysis, performance attribution, model portfolio, valuation, rebalancing etc) good understanding and experience of wealth management/private banking/portfolio ability to present solutions and ideas in front of senior management and business leaders of the bank leading data migration team for migrating data from legacy system to tap system tafj installation & configuration prepare unit test case script provide go live support "," atleast 8 years of working experience in relevant field or equivalent should have worked on below tap modules:   portfolio  management  system,  portfolio  modelling,  portfolio rebalancing, account and portfolio performance tap data migration fsd and tsd documentation   experience in technical and business areas of triple’a plus have good knowledge in the tap architecture and data model implementation and configuration of tap core, ocs, gateway pack & livereports customization of tap  core  –  scripts,  formats, screens, strategies,  subscription, custom  fields and entities customization of batch jobs – scripts and wtx maps development and debugging of shell scripts of triple’a plus core and non-core triple’a plus web & graphical user interface, tsl framework and tsl precomp jobs business functions of tap - advanced portfolio performance analysis, order management system, portfolio compliance functions actuate iserver implementation actuate ereport designer tool for development of actuate reports for internal testing of client issues development of tap objects, scripts and wtx maps triple a gui, web ui and odata development ",6250.0,8670.0,7460.0,full time,1
a*star research entities,assistant laboratory specialist (rsc),"uob plaza, 80 raffles place 048624",full time,non-executive,sciences / laboratory / r&d,"$1,000to$2,000",monthly,2 applications,posted 23 jan 2019,closing on 22 feb 2019,"the assistant laboratory specialist will support in washing and sterilizing used glassware, autoclave laboratory consumables and decontaminating biohazard waste. the applicant will be responsible in recording of daily output data, keeping the working area clean and ensuring all equipment are in good working condition as well as addressing users’ queries or refer them to other team members.  key roles and responsibilities: • wash and sterilize used glassware • autoclave laboratory consumables and media • biohazard waste decontamination • recording operations data • maintain tidiness of work area • handle email phone enquiries",• possess primary school education (psle) or equivalent • 1 - 2 years laboratory working experience preferred • good communication skills both spoken and written • good customer service-oriented • willing to learn new skills,1000.0,2000.0,1500.0,"contract, full time",0
grabtaxi holdings pte. ltd.,business analyst,"oue downtown, 6 shenton way 068809",full time,professional,information technology,"$5,000to$9,000",monthly,8 applications,posted 23 jan 2019,closing on 22 feb 2019,"  manage the salesforce.com crm application including ongoing support requests and administrative needs of users by providing prompt and complete resolution to technical challenges and business issues   hands on configuration of service cloud/salesforce platform including users, roles, security, profiles, workflow rules, custom objects, etc.   develop reports, dashboards, and processes to continuously monitor data quality and integrity. execute data migration/cleansing projects   work with various functions and end users to identify, document, and communicate standard business processes as they relate to salesforce   proactively identify and implement operational improvements, enhancements, and system customizations that meet business requirements   seek out ways to utilize sfdc to improve processes and productivity, and make recommendations to support an organization scaling at a rapid pace   perform configuration and customization of the salesforce.com platform   participate in efforts to develop and execute testing, training and documentation   willing to be hands-on in producing tangible deliverables (requirements specifications, design deliverables, status reports, project plans)   utilize best practices to perform operational support, enhancements, bug fixes as needed to the salesforce.com platform   proactively engage on continuous improvement efforts for application design, support, and practice development efforts.   develop, maintain, create, and improve validation rules, custom workflows, custom objects, fields, and formulas.   recommend best practices to business users and stakeholders  ","  2+ years previous development experience with salesforce.com (certified salesforce.com developer)   strong apex and visualforce skills   comfortable using sandbox to create/develop and them implement into salesforce on go-live dates   advanced excel skills (macro, pivot tables, vlookup)   advanced sql skills   results-oriented person with a delivery focus   strong organization skills   handles multiple competing priorities in a fast-paced, deadline-driven environment   in-depth understanding of the capabilities and constraints of the sfdc crm application coupled with good understanding of the business processes (sales, marketing, partner management, etc.)   strong business analysis and functional experience, including requirements gathering, creating/deploying solutions to end users   experience using salesforce data tools (data loader, excel connector, etc.)  ",5000.0,9000.0,7000.0,"permanent, full time",1
htz resources,"customer service assistant - purchasing (tuas west, up to $2100, production / manufacturing)","orchard towers, 400 orchard road 238875",full time,non-executive,"admin / secretarial, customer service, logistics / supply chain, others","$1,700to$2,100",monthly,0 application,posted 23 jan 2019,closing on 22 feb 2019,"interested candidates please send your resume to hendrich@htzresources.com your role we are looking for a customer service assistant - purchasing is to help run our warehouse efficiently and according to safety guidelines. responsibilities include supporting all supply chain procedures, from coordinating deliveries to managing shipping documentation. to be successful in this role, you should be well-organized and have the ability to communicate with customers. especially  in status updates on email correspondeces.   what will you do  supporting the export departments in managing all administrative aspects of customer service responsible to assist in order processing reminding customers for repeat orders internal coordination with planner/ scheduler/ warehouse on delivery coordiate with 3pl/ external logistics provider and customers for shipment compile historical data for analysis updating customers' data and shipment other adhoc duties as assigned by the management ","what do we want  possess at least diploma in business/ logistics/ supply chain or equivalent  proficient in microsoft office, especially microsoft excel have sap system experience good communication and time management skills ability to converse in both english and mandarin to liaise with mandarin speaking stakeholders ",1700.0,2100.0,1900.0,full time,0
wework singapore pte. ltd.,people operations senior associate,"city house, 36 robinson road 068877",full time,junior executive,human resources ,"$40,000to$68,000",annually,14 applications,posted 23 jan 2019,closing on 22 feb 2019,"you will partner with various stakeholders within the people team to diagnose and improve the online and offline people processes and collaborate with global and local team to drive innovative employee experience continuously. you will play a critical role in providing support to our employees and driving hr functional excellence and process improvement.   you will be based in singapore and report to senior manager, people operations, pacific. you will mainly focus on supporting the pacific region team and will also coordinate with the pacific people team to ensure that there is consistent, coherent delivery across the region.   come and create your life’s work with wework! responsibilities  provide day-to-day people operations support including troubleshooting issues perform hr data analysis (overtime, leaves utilization, etc) design and deliver people operations dashboard and conduct people operations workshops work with the global and local team for people projects implementation, testing, documentation, training, user adoption and change management design and implement end-to-end processes for people operations and investigate ways to improve existing processes and fix pain points through automation, streamlining, and shared services monitors the effectiveness (accuracy and completeness) of employee data management and ensures issues are resolved through hr ticketing system facilitate and manages end-to-end onboarding process and day 1 readiness for new hires maintain all employee-related documents in accordance with the minimum requirements of pacific country regulation support on hr documents upon employee request support on employee benefits program (medical check-up, private medical insurance, etc.) support the payroll team with all payroll-related issues and the annual year-end tax return process work closely with cross-functional teams to diagnose process challenges and design effective solutions "," a bachelor’s degree minimum 5-6 years of experience as a solid hr operation in a dynamic, hyper-growth environment ability to work independently with minimal supervision excellent interpersonal skills and the ability to manage multiple tasks simultaneously team player and highly collaborative willingness to roll your sleeves up and get involved self-motivated and strong sense of responsibility accurate and detail-oriented data and process savvy experience in using hr systems required, workday system knowledge will be a huge plus!  willingness to learn and adapt to new changes at all times strong written and verbal communication skills a welcoming, helpful, and positive attitude solid skills with microsoft powerpoint, visio and excel with hr practices knowledge in pacific region  apply through our direct website for faster processing!",3333.33,5666.67,4500.0,full time,0
a*star research entities,research engineer (human language technology)  /  i2r (a*star),"uob plaza, 80 raffles place 048624",full time,professional,sciences / laboratory / r&d,"$2,500to$5,000",monthly,1 application,posted 23 jan 2019,closing on 22 feb 2019,"about the institute for infocomm research (i²r) the institute for infocomm research (i²r) is a member of the agency for science, technology and research (a*star) family and is singapore’s largest ict research institute. our strategic thrusts are in the spheres of intelligence, communications and media and our research capabilities are in shared sensor networks, public-public/public-private data-sharing platform, big data analytics and visualization solutions. for more information about i2r, please visit www.i2r.a-star.edu.sg successful candidate will apply machine learning algorithms to develop an evaluation framework that will support a conversational a1 spoken dialogue system for studentsto assess how well they can speak a foreign language. successful candidate will also develop solid engineering skills in deploying application systems and applied research experience of processing low-resource spoken languages, using techniques such as deep learning, transfer learning, unsupervised learning, reinforcement learning, domain and speaker adaptation, and gans."," minimum bachelor in engineering engineering, computer engineering, computer science, machine learning with solid r&d experience or knowhow  proficient in python/matlab/c++ programming   knowledge in deep learning   the above eligibility criteria are not exhaustive. a*star may include additional selection criteria based on its prevailing recruitment policies. these policies may be amended from time to time without notice. we regret that only shortlisted candidates will be notified",2500.0,5000.0,3750.0,"contract, full time",0
leap integrated pte. ltd.,senior manager,undisclosed,full time,manager,building and construction,"$3,500to$6,500",monthly,6 applications,posted 23 jan 2019,closing on 22 feb 2019,"the manager/senior manager uses data analytics and determines new strategies to make production processes more efficient to meet organisation's goals. he/she establishes, implements and manages projects to meet operational objectives. he/she manages his/her team resources and balances between production requirement and manpower resources to ensure organisation's sustainability. he/she integrates quality principles and methodology to enhance engineering performance within the organisation.  in addition the manager/senior manager evaluates the organisation’s approach towards a lean enterprise and uses data analytics for business insights identification. he/she drives innovation practices in the organisation and review manufacturing processes to reduce working capital and optimize inventory levels.  as a people manager, the manager oversees manpower, financial, training and resource planning deployment within the organisation. he displays a high level of organisational awareness and leadership skills by working in a consultative manner with other departments/sections within the organisation."," ~ analyse data for business insights identification. ~ analyse production efficiencies. ~ conduct interviews and make hiring decisions. ~ determine priorities dynamically and set planning assumptions for work in progress levels by product, cycle time and yield. ~ develop on-the-job training programme. ~ develop workplace learning plan. ~ evaluate organisations approach towards a lean enterprise. ~ evaluate the sustainability of manufacturing process by preparing rough cut capacity plans. ~ evaluate workplace safety and health management system for compliance and improvement. ~ improve operation planning through use of big data and advanced analytics modelling. ~ integrate quality principles and methodology to enhance engineering performance. ~ lead change management in the organisation. ~ manage balance between production requirement and manpower resources. ~ manage innovation practises in organisation. ~ manage manufacturing key metrics including loading, performance to commitments, on time delivery and bottlenecks. ~ manage material requirements planning taking into account the sales forecast, production plan and production capacity. ~ resolve workplace grievances and disputes. ~ review manufacturing processes to reduce working capital and optimise inventory levels.",3500.0,6500.0,5000.0,full time,0
unilever asia private limited,"assistant finance manager, performance management & reporting","mapletree business city, 20 pasir panjang road 117439",full time,executive,accounting / auditing / taxation,"$5,440to$10,000",monthly,60 applications,posted 23 jan 2019,closing on 10 feb 2019,"about unilever international: unilever international (ui) is an alternative but complimentary route to market, servicing white space opportunities not exploited by local operating countries.  it is a global business unit with 9 hubs (singapore, us, uk, korea, india, dubai, france, the philippines and australia) with a diverse range of products, with expertise in utilizing 3rd party distributors and consolidators to reach consumers in over 75 countries. ui have been operating successfully as an alternate route to market (rtm) to complement multi-country organizations (mcos) to serve these white spaces through a network of 500+ market expansion service providers and specialists via seeding initiatives. the market expansion providers or distributors in countries provide brand building and customer development services to ui under the agreed operating frameworks using the brand toolkits provided. ui have strategically evolved its portfolio from availability led growth to seeding in the last 5 years.  job title: assistant finance manager, performance management & reporting job location: singapore relocation terms: local terms  main purpose of the job: this role will also be involved in performance management and reporting. there will be an emphasis upon information management, process simplification and automation where possible, allowing way of workings driven commonly with faster speed among all the hubs.  the role needs to actively coordinate with the appropriate unilever stakeholders to ensure a globally harmonized management reporting process for ui.  main accountabilities: performance management and reporting  develop close working relationships with senior stakeholders globally to ensure alignment of monthly forecast for various business units (bu) within ui and ensuring accurate delivery of monthly financial forecast; be the contact point for ui to help interface with global finance on reporting of results, ensuring timely and accurate submissions; set up reporting units to enable seamless data flow through transactional system (erp), data warehouse and unilever reporting system; assists with information management, process simplification and automation; initiates continuous improvement for efficiently reporting purpose.  analytics  support the development of various performance measures targets; analysis, insight and control over targets and actual performance measures; assist in the work on strengthening of process for information analytics.  others   any other ad-hoc tasks required by the business.  ","relevant skill/ experience required: experience & personal characteristics responsible for both financial analysis and business performance, the candidate must possess both strong quantitative abilities and excellent written and oral communication skills. they are strategic, analytical thinkers who are driven by results and can innovate and develop creative financial solutions. the candidate must have the necessary accounting qualifications (cpa/acca and/or past exposure to financial audit role is preferred) and is expected to have 5 years+ of holistic experience in different aspects of finance and accounting; performance management. passion to learn and make a difference.  the candidate has high levels of self-assurance and shows resilience and belief in own ability to achieve goals. the individual will need to be a relationship builder and able to get things done independently. must have a high level of integrity supported by strong interpersonal skills, good maturity and ability to communicate and manage well at all levels of the organization will be critical to the success of this role.  lastly being part of the ui family, the candidate must be able to thrive in a fast paced and highly dynamic environment and navigate through complexities to arrive at solutions. he/she is expected to demonstrate the following leadership behaviors:  strategic, systemic thinking & entrepreneurial high growth mind-set & consumer/shopper and customer focus ul sols: building talent and teams, bias for action and change, accountability and responsibility  strong communication & influencing skills  critical competencies  working knowledge of sap or other similar accounting software systems experience dealing with multiple currencies and exchange rates preferred strong analytical and writing skills advanced knowledge of microsoft office software ability to build effective working relationships and communicate at all levels within the organization    to apply:  please apply online by clicking on “apply online” below. your application will be reviewed against our requirements. should you not meet our immediate requirements, your profile will be registered in our talent pool system and we will match your profile to suitable future vacancies.  you will be able to access your status update through the candidate tracking link.  thank you for your interest and application.  *we regret that only shortlisted applicants will be notified. want to join our talent community? please register your details here: http://unilever.avature.net/madebyyou?tags=singtc",5440.0,10000.0,7720.0,permanent,1
hne consultants pte. ltd.,bim manager,"tan boon liat building, 315 outram road 169074",full time,manager,"consulting , building and construction","$5,000to$10,000",monthly,1 application,posted 23 jan 2019,closing on 22 feb 2019," main con attractive salary that commensurate with work experience opportunities for career advancement within the company  the bim manager will lead a bim team of bim coordinators and modellers for all disciplines from design to construction stage. a summary of the responsibilities of this position are, and not limited to, as follows:  lead in bim implementation, standards, modelling workflow & methodologies. liaise with project manager on bim/vdc implementation based on project needs and requirement. prepare, execute and maintain the bim execution plan (bep). ongoing review of bim project models, workflows and methodologies to ensure timely delivery of project deliverables. creating and maintaining a high quality bim model is of priority. technical management of project bim data sets. liaise with team to ensure changes in procedure and standards are effectively communicated to project teams. liaise and coordinate with client, consultants, sub-con and statutory bodies for cross-team support on bim software.   ensure all models are compatible and bim data are made available to all project participants. collaborate with team and other relevant departments to ensure all drawings are in order as per design requirements.   support project team in managing rfi as well as making presentations with bim model & other related activities. familiar with authority submission standards. ","skills  strong interpersonal skill and ability to develop positive relations with different stakeholders. able to lead and inspire high performance, to ensure all drawings are accurate and issued on a timely basis.  technical competencies  understands specifications, drawings, scope and sequence of works. ability to interpret construction drawings for any discrepancies. coordination and identify areas of concerns with design intent. understanding of architectural / structural / m&e drawings. awareness of requirements of relevant authorities. candidate must possess at least diploma/advanced/higher/graduate diploma, bachelor's degree/post graduate diploma/professional degree in engineering (civil), architecture or equivalent. at least 6 year(s) of working experience in the related field is required for this position. trained in bim, preferably with at least 2 years of bim coordination or bim management. advanced knowledge in latest technology for 4d-7d bim/vdc/vr/simulations required skill(s): bim, revit, aecosim candidates please submit a full set of coordinated bim model inclusive of architectural, structural and m&e disciplines in pdf format together with your cv. ",5000.0,10000.0,7500.0,full time,1
crawfort pte. ltd.,"senior executive, marketing communications",undisclosed,full time,senior executive,marketing / public relations ,"$3,000to$5,500",monthly,11 applications,posted 23 jan 2019,closing on 22 feb 2019,"project management  develop creative project briefs to ensure consistent understanding of business goals and objectives, key messaging and tactical deliverables key contributor in all projects, and work effectively within project management processes and systems to ensure cross-functional collaboration across all units  marketing management  support product teams on execution of marketing campaigns for the awareness of the brands and related products implement marketing strategies to meet business objectives with a focus on the client, which includes new product development, go-to-market plans, events and related content strategy, industry partnerships, adoption of global campaigns, etc leads marketing projects, collaboration with internal teams and appointed agencies to develop and implement cohesive and effective marketing strategies  social media management develops pr and social media campaign concepts, and supports the head of communications key job competencies (knowledge, skills & abilities)  good sense of aesthetics good communication, presentation and interpersonal skills able to work independently as a single contributor supporting business units and also contribute as a team player at the corporate level. good problem solving, organization and project management skills. proficient in copywriting, public relations, digital marketing, data analytics and data visualization "," bachelor’s degree, preferably in mass communications or marketing at least 3-4 years of relevant experience in similar capacity excellent communications skills, time management and organizing skills experience in b2b and b2c environment preferred experience in conceptualising and producing atl and btl activities excellent command of both spoken and written english meticulous and independent individual who is able to multi-task and deliver high quality work under demanding deadlines ",3000.0,5500.0,4250.0,full time,0
sgcm pte. ltd.,operation executive (no experience needed),"news centre, 1000 toa payoh north 318994",full time,"fresh/entry level, executive, non-executive",admin / secretarial,"$1,700to$2,300",monthly,9 applications,posted 23 jan 2019,closing on 22 feb 2019,  collection of data  data entry of information  answering to caller's enquiries       ,"  proactive and able to work in a fast-paced environment  detail-oriented and pleasant personality  excellent verbal and interpersonal communication skills  simple microsoft office skills (words & excel)  simple photoshop knowledge is an added advantage  5 days work week, rotational weekend maybe required.    ",1700.0,2300.0,2000.0,"part time, full time",0
national university of singapore,"management assistant officer, scale (programme and student administration)",21 lower kent ridge road 119077,full time,non-executive,"admin / secretarial, education and training","$2,000to$4,000",monthly,35 applications,posted 23 jan 2019,closing on 22 feb 2019,"job purpose  the school of continuing and lifelong education (scale) was established to drive the expansion of nus’ continuing education and training (cet) offerings in a concerted and strategic way that furthers our mission to be a leading global university, as well as fulfill our role as a public university of singapore.  scale aims to:  provide opportunities for working adults to acquire new knowledge and skills from a distinguished university; help singapore companies and industries stay competitive by providing lifelong learning experiences for their employees; and effectively support national manpower needs.  drawing on unparalleled access to the multi-disciplinary expertise of 16 other nus faculties/schools, scale offers executive and professional development/training programmes, part-time degree programmes, as well as modular courses that may be taken singly or stacked towards certificates/diplomas/degrees that meet the lifelong learning needs of working adults.  all programmes are designed and developed in consultation with the industry to ensure relevance and currency. to augment the manpower in our academic programme support unit, we are looking for a diligent and meticulous individual to fill the position of a management assistant officer. reporting to the head (programme/student administration), the incumbent is a member of the team that strives to provide our teaching staff and students with high quality administrative support to facilitate a seamless and efficient experience at scale. duties & responsibilities: a. programme support   prepare data for module registration in each semester and assist in students’ registration   collate semestral nomination of teaching/support personnel to run all academic programmes   manage the scheduling and grouping of tutorial and laboratory sessions   manage/monitor students’ registration, progress and completion of the final year project module   monitor students’ graduation or programme completion status   assist in conducting  programme surveys and provide data preparation support in the student feedback system   arrange for students who are academically at risk to attend advisory sessions with academic staff   process students’ requests for examination review   provide support to ensure the smooth execution of examinations    b. customer care support    attend to telephone, walk-in and email enquiries   c. others    backup other colleagues in the function   perform other duties, and/or participate in regular and ad-hoc events/projects, as may be assigned  ","requirements:   polytechnic diploma/gce a-level or equivalent preferred   preferably 1-2 years of related working experience   it savvy and proficient in ms office applications   good verbal & written communication and interpersonal skills with a positive work attitude   excellent coordination and organization skills, with a customer service mindset   strong team player who is meticulous, resourceful, resilient and thrives in a fast-paced, results-oriented and ambiguous work environment   experience in peoplesoft campus solutions modules (in particular, campus community, student records, student financials, campus self-service, academic advisement) an added advantage  ",2000.0,4000.0,3000.0,"contract, full time",0
search personnel private limited,marketing  /  brand executive (marketing & otc experience),"cpf tampines building, 1 tampines central 5 529508",full time,junior executive,marketing / public relations ,"$3,000to$4,000",monthly,8 applications,posted 23 jan 2019,closing on 22 feb 2019," position: marketing / brand executive (pharma / fmcg background) location: central working hours: 5 days / 9am-6pm salary: up to $4000 + aws duration: perm  main responsibilities:  support the marketing manager in the development of the national & regional brand marketing plans work with the multifunctional team to implement the plan in the market place and monitor performance of the support plans. support the brand marketing plan development and deployment. generate and execute marketing campaigns across social media platforms generate reports for digital marketing campaigns using data-based analytics tools and also presenting this data in an easy to understand format assist in the brand’s day to day operational activities including monitoring of brand performance on a monthly and quarterly basis. source advertising opportunities and place adverts in the press, radio or tv as appropriate to the product or service conduct market research and analyze consumer rating reports/ questionnaires design and oversee ad layouts, bundle pack labels or designs liaise with media, printers and publishers as required and manage the production of marketing materials work with btl vendors for effective and efficient deployment in close coordination with sales team and regulatory. manage the nuts and bolts of commerce business – translations/ providing images/ deciding on promotions and managing mechanics. prepare and deliver promotional presentations, sales force training write marketing literature (brochures, press releases) to augment the company’s presence in the market be the single point source for all customer complaints. ","requirements:  min degree in marketing, business management, sales or equivalent min 2 years’ working experience in pharma sales or related field possess good knowledge of market research techniques and databases have good understanding of office management and marketing principles  in order to speed up the short listing process, qualified or interested candidates are strongly encouraged to submit your updated resume in ms format to celine@searchpersonnel.com.sg to find out about other career opportunities in search personnel pte ltd, do visit www.searchpersonnel.com.sg / www.facebook.com/search.personnel for complete job listings. ***we do not charge our candidates any referral fee. *** celine tan executive consultant reg no.: r1873694 | ea no: 13c6684",3000.0,4000.0,3500.0,permanent,0
eetarp engineering pte ltd,account clerk,"woodlands 11, 11 woodlands close 737853",full time,non-executive,logistics / supply chain,"$1,600to$1,800",monthly,5 applications,posted 23 jan 2019,closing on 22 feb 2019, provide accounting and clerical support to the accounting department     prepare and maintain accounting documents and records perform data entry in accounting system (accpac/sage 300) for daily operations –ap & ar provide accounting and clerical support to the accounting department       prepare and maintain accounting documents and records perform data entry in accounting system (accpac/sage 300) for daily operations –ap & ar     ," diligence and honest ability to handle sensitive and confidential information familiar with accpac/sag300 or similar accounting system. familiar with accounting standards, tax laws, and filling procedure. advance level in ms excel is an advantage. organization and multi-tasking skills. ",1600.0,1800.0,1700.0,full time,0
ernst & young advisory pte. ltd.,"digital api & agile transformation consultants - senior associate / manager, advisory",1 raffles quay 048583,full time,manager,"consulting , professional services","$6,000to$12,000",monthly,2 applications,posted 23 jan 2019,closing on 22 feb 2019,"we are a team of creative and inspiring designers, developers, and strategic thinkers that partner with our deep analytics team, customer journey design team to focus on the business and employee experience implications of digital-first for our clients.   about the opportunity digital api & agile transformation consultants at ey digital are the engine room of our business, working on the front lines with our client, colleagues and third-parties to execute the digital business vision. we work across industries and markets, cross-pollinating the best of digital, customer, strategy and technology to help our clients monetize data and design new services through api solutions, and help execute digital transformation through large scale agile methodologies and modern agile development platforms. and at the heart of it all, embed customer centric experience design in how we execute. digital api & agile transformation consultants embrace an achievement focused culture within ey, living ey’s core values, and positively influencing our culture more widely through the collaborative engagement of other internal teams to deliver leading practice digital strategy, innovation, customer experiences and digital operations.   key responsibilities:  feel excited working with multiple parts of the businesses across multiple industries, solutioning and delivering complex digital solutions you find yourself always wanting to innovate and shape the industry, wanting to differentiate you have been known to be able to understand both sides of a coin, the business aspect and the technology aspect of things you believe that design thinking and is the way to go in everything that we do, and agile methodologies can be applied appropriately in how we execute   ","skills and attributes for success  you always see yourself as someone who likes being near the businesses and is always passionate about looking for opportunities in turning day to day business challenges into digital solutions you enjoy communicating with people from various background and skill sets across an organisation, and has always been great at communicating an idea or pov across various channels and mediums    to qualify for the role, you must have:  minimum of three years' experience as an internal or external consultant working on business transformation, product, operations and/or technology projects in a digital environment experience of multi-channel digital environments having worked in professional services and/or customer focused companies skilled in all aspects of design thinking including user research, functional requirements definition, business process analysis, business modelling, and workshop design and facilitation, or working knowledge of the full lifecycle of software development using agile methodologies either strong business analysis experience or deep technical expertise combined with strong knowledge of one or more of digital/ecommerce/government/financial services/consumer products detailed knowledge of creating user stories/requirements definition/acceptance criteria using agile tools and techniques deep understanding of either api, low code development platform, chatbots or crm b2b and b2c exposure      ideally, you’ll also have  excellent communication and stakeholder management skills ability to work in a collaborative and client-facing environment experience of working with or as part of a scrum team advanced degrees relevant to digital delivery.    what we look for highly motivated individuals with excellent problem-solving skills and the ability to prioritize shifting workloads in a rapidly changing industry. an effective communicator, you’ll be a confident team player that collaborates with people from various teams while looking to develop your career in a dynamic organization.   what working at ey offers  ey offers a competitive remuneration package where you’ll be rewarded for your individual and team performance. we are committed to being an inclusive employer and are happy to consider flexible working arrangements. plus, we offer:    support, coaching and feedback from some of the most engaging colleagues around opportunities to develop new skills and progress your career the freedom and flexibility to handle your role in a way that’s right for you      about ey as a global leader in assurance, tax, transaction and advisory services, we hire and develop the most passionate people in their field to help build a better working world. this starts with a culture that believes in giving you the training, opportunities and creative freedom to make things better. so that whenever you join, however long you stay, the exceptional ey experience lasts a lifetime.   if you can confidently demonstrate that you meet the criteria above, please contact us as soon as possible.   join us in building a better working world. apply now.  ",6000.0,12000.0,9000.0,"permanent, full time",1
